manufactor,Year,model,Hand,Gear,capacity_Engine,Engine_type,Prev_ownership,Curr_ownership,Area,City,Price,Pic_num,Cre_date,Repub_date,Description,Color,Km,Test,Supply_score
קיה,2020,פיקנטו,1,אוטומטית,1248,בנזין,,,רמת השרון - הרצליה,רמת השרון,74000.0,1.0,05/09/2022,05/09/2022,"['רכב כחדש, במצב מצויין\r\nקילומטראז נמוך\r\nטסט עד 8/23']",,8000,,
טויוטה,2014,יאריס,1,אוטומטית,1400,בנזין,,,רמלה - לוד,לוד,45500.0,2.0,01/10/2022,01/10/2022,['מתופל מוסח מורשה.יד רישונה.שמור.'],,87000,,
אופל,2013,אסטרה,4,אוטומטית,1396,בנזין,,,נס ציונה - רחובות,רחובות,20000.0,1.0,25/10/2022,25/10/2022,['רכב במצב מצויין נוח לנסיעה. מפרט מלא על הטיפולים שעבר &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גלגלי מגנזיום'],,176000,,
מאזדה,2013,מאזדה 5,3,אוטומטית,2000,בנזין,פרטית,פרטית,ירושלים והסביבה,ירושלים,39000.0,3.0,03/09/2023,10/12/2023,"['מצב מצוין, צמיגי CONTINENTA, מערכת+ מצלמה קדמית ואחורית, הטלפון ללא קבלת הודעות. נא לא להתקשר בשבת!\n']",אפור מטאלי,193000,,580.0
רנו,2014,רנו קליאו דור 4,2,אוטומטית,1197,בנזין,,,עמק יזרעאל,עפולה,27500.0,1.0,14/05/2022,14/05/2022,"[""רנו קליאו אוט' EXPRESSION 2014 שחור מטאלי-יד 02. מנוע טורבו 1,200, עברה טיפול יסודי,החלפת צמיגים, מצבר ומערכת מיזוג חדשה. טסט עד 08/22, 157 אלף קילומטר. מטופלת,...""]",,157000,-649,
Lexsus,2008,לקסוס IS250,8,אוטומטית,2500,בנזין,פרטית,פרטית,קריות,קרית ים,37500.0,3.0,20/07/2023,20/07/2023,"['is250 2008 דגם פרימיום\nגמיש לרציניים :)\nצבע starfire pearl\nמנוע 2.5 v6 מפיק 208 כ""ס הנעה אחורית !\nטסט לעוד חצי שנה (01/24)\nק""מ 220\nרכב אמין ונוח לנסיעה, עם כל הפינוקים שלקסוס מציעה עוד מהשנים האלה:\nכיסאות עור חשמלי + זיכרון מושבים, עם חימום וקירור\nכניסה יציאה והנעה ללא מפתח (keyless)\nהגה טלסקופי חשמלי\nמערכת מלאה מקורית Mark Levinson עם כ-13 רמקולים\nמראות נגד סינוור\nוילון אחורי חשמלי\nסאןרוף \nבקרת שיוט\n']",לבן שנהב,220000,None,
מאזדה,2018,מאזדה 3,3,אוטומטית,2000,בנזין,אחר,פרטית,אשדוד - אשקלון,אשקלון,74500.0,7.0,03/04/2024,03/04/2024,"['מאזדה 3 האצ׳בק ספורט 2018 למכירה\nנקנתה לפני שנתיים מאלבר ונסעה פחות מ10,000 ק״מ\n52,000 ק״מ\nאחרי טיפול + החלפת מצבר חדש\nיד 3\n(מופיע יד 2 ברישיון)\nמנוע 2000\n165 כ״ס\nמסך מולטימדיה מקורי\nמצלמת רוורס + חיישני רוורס\nMoblieEye+ קודן\nהנעה ללא מפתח\nאורות led\nכולל Apple CarPlay\nרכב מפנק במצב חדש \nטסט עד מרץ 2025\nגמיש מעט']",לבן פנינה,52000,297,4543.0
אופל,2015,אינסיגניה,2,אוטומטית,1600,בנזין,,,כרמיאל והסביבה,כרמיאל,40000.0,1.0,08/06/2022,08/06/2022,['אופל אינסגניה שנת 2015 1600 טורבו 170 כוחות סוס'],,120000,,
פולקסווגן,2012,פולו,3,ידנית,1400,בנזין,פרטית,פרטית,רמת השרון - הרצליה,רמת השרון,32000.0,4.0,30/10/2021,30/10/2021,"['ללא תאונות .\r הדגם המפואר, סאנרוף , מסך מולטימדיה, חיישני רוורס + מצלמת רוורס.\r רכב שמור ללא תאונות.\r אחרי טיפול, צמיגים חדשים.']",לבן,116000,,
קיה,2017,פיקנטו,3,ידנית,1000,בנזין,פרטית,פרטית,ראש העין והסביבה,ראש העין,29000.0,8.0,17/01/2024,17/01/2024,"['רכב שמור בחנייה מקורה. \nמטופל, נהג יחיד. \n\nמערכת מולטימדיה חדישה וגדולה ורמקולים. \nמערכת בקרה קדמית ואחורית. \n\nללא תאונות.']",שחור,124000,,
פולקסווגן,2010,גולף,2,אוטומטית,1600,בנזין,,,גליל ועמקים,נצרת,29000.0,1.0,28/06/2022,28/06/2022,"['טרנדליין 122 כ""ס\r\n\r\nהרכב נסע 200 אלף ק""מ בלבד בנסיעות ארוכות! רכב במצב מכני מעולה לא חוסכים עליו כלום. רכב ללא תאונות או תקלות כלל. ללא תיקוני צבע\r\nלאחר טיפול גדול, החלפת דיסקיות אחוריות, החלפת טיימינג\r\nהכל עובד, מזגן קר מאוד, מערכת שמע מקורית תקינה\r\nרכב נוח מאוד ויציב מאוד\r\nרק שני אנשים נוהגים ברכב\r\nרכב שמור חיצונית ופנימית. \r\nטסט לשנה הבאה 6/2023']",,200000,,
מיצובישי,2011,לנסר,1,אוטומטית,,בנזין,,,באר שבע והסביבה,באר שבע,24000.0,1.0,12/08/2022,12/08/2022,['מיצובישי לנסר ספורט. יד ראשונה. רכב מטופל. '],,,,
רנו,2015,רנו פלואנס,3,אוטומטית,1500,,,,גליל ועמקים,ריינה,30000.0,1.0,05/11/2022,05/11/2022,['רכב חסכוני עושה 18-20 לליטר ??\r\n &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; ארבע גלגלים חדשים \r\nחישני רורס'],,205000,,
טויוטה,2017,קורולה,2,אוטומטית,1600,בנזין,,,מושבים בשרון,כפר יעבץ,80000.0,2.0,18/08/2022,18/08/2022,['רכב במצב שמור ומטופל\r\nנקי מתאונות!!!\r\nטסט לשנה'],,92000,,
סקודה,2019,פאביה,1,אוטומטית,1000,בנזין,,,"ראשל""צ והסביבה",ראשון לציון,73900.0,1.0,44823,44823,"['לבוא לקחת... התחייבות מלאה בבדיקת הקניה לגיר מנוע ושילדה. התחייבות לקנייה חוזרת עד 5 שנים. מגוון אפשרויות מימון עד 100% נמצא בסוכנות ""גרינקאר"" בראשל""צ, רח\' הרצל 28. הנחות ומחירים מיוחדים יינתנו בסניף, יחס אישי לכל לקוח שקיפות מלאה!!! מבחר ענק של רכבים נוספים ניתן לראות באתר של גרינקאר. לצאת עם רכב חדש באותו היום..']",,45500,,
סקודה,2015,סקודה אוקטביה (2015),2,אוטומטית,"1,400",בנזין,,,מושבים במרכז,ניר צבי,61000.0,1.0,03/08/2022,03/08/2022,['למכירה בצער רב עקב מעבר לחול. רכב שמור מאד ומטופל במוסך מורשה אחרי טיפול גדול.מסך מולטמדיה מצלמת רוורס מגנזיום 18 חלונות נסגרים מהשלט. 2 מפתחות. הגה עם תפירה ידנית. כל הנקלים ברכב שלמים. מחירון 66300₪'],,"131,000",,
ניסאן,2018,ניסאן מיקרה,1,אוטומטית,1200,בנזין,פרטית,פרטית,זכרון - בנימינה,בנימינה גבעת עדה,54000.0,0.0,01/06/2023,01/06/2023,"['שנת 2018, אוטומטהרכב במצב מעולה, מוכר עקב שדרוג,אני הוצאתי את הרכב מהחברה יד 00וגם היחיד שנוהג ברכב כל הזמן,ברכב קיימת מערכת מולטימדיה, ומערכת מובילאיי,כמובן שמטופל תמיד בזמן. רכב שמור מאוד.']",שחור,102000,,
יונדאי,2012,i25,3,אוטומטית,"1,400",בנזין,השכרה,פרטית,"ראשל""צ והסביבה",ראשון לציון,25000.0,0.0,26/03/2024,27/03/2024,"['צריכת דלק נמוכה, רכב חסכוני מאד, שמור ,מטופל עם בלוטות חיבורי אודיו, הוחלפו גלגלים(יחסית חדשים) והתראת חניה']",אפור עכבר,"236,400",,
ב.מ.וו,1988,325,5,ידנית,3000,בנזין,,,פרדס חנה - כרכור,פרדס חנה כרכור,88000.0,1.0,19/09/2022,19/09/2022,['רכב עם עוצמה מטורפת מהבודדים בארץ הכי מושקע בארץ שווה לראות הרכב חייב למכר לרציניים בלבד מחיר סופי אכ ורק ליד הרכב בבקשה רק למבני עניין'],,150000,,0.0
ניסאן,2016,ניסאן מקסימה,1,אוטומטית,3500,בנזין,פרטית,פרטית,מושבים בשרון,אבן יהודה,99000.0,0.0,21/05/2022,21/05/2022,['שמורה מאוד כל התוספות'],לבן מטאלי,119000,,
טויוטה,2017,ורסו,2,אוטומטית,1800,בנזין,פרטית,פרטית,בית שמש והסביבה,בית שמש,95900.0,7.0,20/08/2022,20/08/2022,"['למכירה! \nטיוטה ורסו 7 מקומות \nרכב שמור מאוד. מאוד! \nיד שניה פרטי פרטי. לא הוחלף ברכב אפילו בורג. הכל מקורי.\nמראות צד חשמליות, שודרגה מערכת אנדרואיד כולל פנגו ווויז. \nנהגת יחידה. \nעבר טסט החודש. יש טסט לשנה שלמה.\nלא היה ליסינג בכלל!! נקנה בפרטי ישירות מחברת טיוטה \n143,500 קמ בלבד']",אפור מטאלי,143400,,
אאודי,2016, A3,3,אוטומטית,1800,בנזין,פרטית,פרטית,ירושלים והסביבה,ירושלים,86500.0,4.0,23/04/2023,30/04/2023,['אאודי A3 🛩️\nמנוע 1.8T😈\nשנת ייצור 2016 שארפ💪🏻\nטסט עד 21/09/2023✅\nהרכב נסע 118K🏎️\nיד 03 🤝\nגג פנורמי🌞\nעל הרכב יש קידודים לפנסים וקידודים בפנים הרכב ✅\nתוכנה סטייג 1 PCP 🐎\nהרכב עומד 250 כוח 🏇\nהרכב מטופל כל 5k 🛠️\n הרכב אחרי טיפול החלפת שמנים פילטרים פילטר מזגן ו4 רפידות 🛠️\nלפרטים אלחנן 0527527567'],לבן,118000,,
מיני,2015,one,3,אוטומטית,1200,בנזין,,,באר שבע והסביבה,באר שבע,66000.0,1.0,06/05/2022,06/05/2022,"['מטופל במוסך מורשה בלבד \r\nלאחר טיפול החלפת פילטרים, שמן וטורבו חדש מקורי!!\r\n5 דלתות!! בלי לשבור את הראש איך נכנסים אחורה\r\nרכב חזק, יציב ובטיחותי על הכביש חווית נהיגה מושלמת !! &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת שמע משודרגת וסבופר מובנה\r\nכפתורים ובקרת שיוט בהגה\r\nפנסי ברקסים של דגל אנגליה\r\nתוספת מקורית של מעמד לטלפון מובנה \r\nגאנטים\r\nיש ברכב גם:\r\nתאורת אווירה\r\nמצלמת רוורס עם חיישני רוורס \r\nהנעה בלחיצת כפתור \r\nמערכת start stop לחיסכון הדלק\r\nמצלמת דרך עם חיבור מובנה דרך הגג בלי כבלים שמפריעים']",,135000,,
ניסאן,2017,ניסאן סנטרה,2,אוטומטית,1800,בנזין,ליסינג,פרטית,ירושלים והסביבה,ירושלים,39500.0,0.0,28/10/2022,02/06/2024,"['רכב שמור טוב וחזק. רכב מהמם יפייפה שמור מאוד מטופל ומטופח מציאה. לא בשבת. עם מערכת מובילאיי, חימום במושבים, מזגן חזק מאוד, מנוע חזק עם 130 כ""ס , חסכונית בדלק, שמור בקפדנות.']",כסוף מטאלי,127000,,
יונדאי,2011,i20,4,אוטומטית,"1,400",בנזין,פרטית,פרטית,ראש העין והסביבה,ראש העין,19000.0,3.0,31/10/2023,31/10/2023,['רכב מצויין אך לצערי צריך למכור אותו עקב חוסר פעילות-חייל. הרכב עבר אצלנו במשפחה 2 ידיים וכולל טסט עד סוף חודש יוני 2024\nגמיש במחיר'],כסוף,"186,000",,
פולקסווגן,2014,ג`טה,3,אוטומטית,1200,בנזין,,,באר שבע והסביבה,אופקים,33000.0,1.0,25/10/2022,25/10/2022,['לרכב שני צמיגים אחורים חדשים מצבר חדש נמכר עקב רכב מעבודה שמורה גמיש במעמד הקניה'],,175000,,
פולקסווגן,2011,טוראן,2,רובוטית,1400,בנזין,,,ירושלים והסביבה,ירושלים,28000.0,1.0,10/09/2022,10/09/2022,"['7 מקומות מנוע טורבו חזק מאוד וחסכוני, לצערי נפרד ממנו החלטנו על רכב אחד במשפחה ולא שניים.\r\nלא להתקשר בשבת']",,187000,,
טויוטה,2019,יאריס,1,אוטומטית,1400,בנזין,פרטית,פרטית,תל אביב,תל אביב יפו,95000.0,2.0,09/07/2022,09/07/2022,"['רכב חדש ושמור מאוד, פנים הרכב שמור מאוד והכל תקין ועובד ומטופל במוסכים מורשים בלבד. למעוניינים נא לפנות למספר הטלפון שכתוב.']",לבן פנינה,34000,,
שברולט,2021,ספארק,1,אוטומטית,"1,399",בנזין,,,"ראשל""צ והסביבה",ראשון לציון,84000.0,1.0,06/09/2022,06/09/2022,['מוכרת את הספארק שלי חדשה חדשה עם כל השידרוגים והתוספות גג  ריפודים מעור מפתח חכם נעילת חלונות אוטומטית  שמורה'],,4700,,
מאזדה,2014,מאזדה 3,3,ידנית,1600,בנזין,פרטית,פרטית,בית שמש והסביבה,בית שמש,50000.0,12.0,02/05/2023,02/05/2023,['רכב מצב שמור מאוד ללא תאונות רכב חלק מהכל חסכוני מצב חדש נהג ייחד על הרכב לקחת ולסוע '],אפור עכבר,170000,,6917.0
יונדאי,2017,i10,1,אוטומטית,1250,בנזין,,,תל אביב,תל אביב יפו,47500.0,1.0,23/07/2022,23/07/2022,"['רכב במצב שמור, ללא תאונות, יד ראשונה, מולטימדיה, טסט 3/23, צמיגים חדשים.']",,126600,,
אאודי,2019, RS5,4,אוטומטית,4500,בנזין,פרטית,פרטית,נתניה והסביבה,נתניה,65000.0,4.0,02/10/2023,02/10/2023,"['אאודי RS5 ספורטבק 2019 כמעט חדשה בדייטונה גריי פנינה מדהימה עם עור פחם/פנים תפור קרשנדו אדום. כל אפשרויות המפעל הטובות והנחשקות ביותר! מכונית זו טופלה ומתוחזקת בקפידה מאז החדשה. הוא היה מכוסה בציפוי קרמי. מחצלות רצפה מבד מפעל שימשו רק 50-60 מיילים עד OEM RS כל מחצלות מזג האוויר הותקנו. מכונית זו נרכשה עם תוכנית התחזוקה של אאודי קר וכל תחזוקת המפעל בוצעה בסוכנות אאודי המקומית. מכונית זו עדיין מכוסה תחת טיפול אאודי ואחריות מפעל הינע. המכונית הזו באמת במצב חדש. כל התחזוקה בוצעה במסגרת תוכנית הטיפול של אאודי אשר תעבור עם המכונית בעת מכירתה. בטווח של 300 מייל מרגע הרכישה החדשה, הותקנו גלגלי Vossen עם צמיגי 285/30/ZR20 Michelin Pilot Sport 4S. הגלגלים והצמיגים בסגנון ""דגל"" של מפעל ""20"" יגיעו עם המכונית. על הצמיגים עדיין יש את כל הידיות והם אוחסנו בשקיות צמיגים במוסך מבוקר אקלים. ללא נזק, תאונות, עבודות צבע או סיפורים כלשהם. תגלו שמושבי העור, ההגה, האלקנטרה והשטיחים מראים כמעט אפס בלאי. המכונית עדיין מריחה כמו מכונית חדשה לגמרי עם 7,000 קילומטרים בלבד. הוא מעולם לא ישב בחוץ במשך הלילה ומעולם לא היה בגשם או במזג אוויר גרוע אחר. למכונית זו יש את כל האפשרויות הנחשקות ביותר כולל פחמן מלא מבפנים ומבחוץ. חבילה דינמית, אופטיקה שחורה, עור נאפה משובח ומערכת סאונד B&O. הוא פועל ונוהג ללא רבב ולבעלים החדש לא יהיו אכזבות כלשהן. אנא שלחו לי וואטסאפ למספר 55-330-2112.']",אפור,7000,,
סקודה,2017,ייטי,2,אוטומטית,1200,בנזין,,,חולון - בת ים,חולון,53000.0,1.0,44752,44752,['רכב מעולה. חסכוני וחזק. שמור ומטופל במצב טוב. טסט ל9 חודשים &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת מולטימדייה חדשה וגדולה עם מגע.'],,110000,,
שברולט,2012,סוניק,2,אוטומטית,"1,600",בנזין,,,חיפה וחוף הכרמל,נשר,25000.0,1.0,01/10/2022,01/10/2022,['שברולט סוניק הצבק LT כסופה.116 כס  אוטומטית נוסעת נהדר.כוללת מערכת מוביליי.נמכר עקב מעבר לחל מנשר.'],,110100,,
סוזוקי,2015,סוזוקי אלטו,3,ידנית,1000,בנזין,,,נתניה,נתניה,19000.0,1.0,04/08/2022,04/08/2022,"['זהירות!! מציאה!!\r עקב קבלת רכב מהעבודה,\r אני נאלץ למכור את הרכב המדהים!!!\r ששימש אותי בשנה האחרונה :(\r קצת פרטים:\r דגם: סוזוקי אלטו\r תיבת הילוכים: ידני\r שנתון: 2015\r ק""מ: 90,000 \r טסט: 01/23\r צריכת דלק: 1:17 \r מזגן: עובד מצויין\r ספר רכב עם מעקב טיפולים: יש\r מגיע עם תוספות:\r - מובילייט\r - בלוטוס\r - מעמד לפלאפון (טעינה מהירה)\r - מצלמת דרך\r יד: 03 (פרטי)\r מחיר מחירון: 22K (לפי \'לוי יצחק\')\r דורש עליו: 19K גמיש\r הרכב מצויין, חיסכוני מאוד, ק""מ נמוך, ביטוח זול. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מגיע עם תוספות:\r - מובילייט\r - בלוטוס\r - מעמד לפלאפון (טעינה מהירה)\r - מצלמת דרך\r ']",None,90000,,
טויוטה,2013,יאריס,2,אוטומטית,1500,היברידי,,,,מצפה נטופה ד.נ. גליל תחתון,39900.0,2.0,22/08/2022,22/08/2022,"['סוללה היברידית מ 2020 באחריות, יד קודמת- חברה בבעלותי -אותם שני נהגים מבוגרים מהתחלה ועד היום, טיפולים מסודרים במוסך מורשה טויוטה עפולה בלבד, ספר הטיפולים לעיונכם. אפס תקלות, חסכונית ואמינה. נא ליצור קשר בהודעה.']",,261000,,
יונדאי,2014,i25,2,אוטומטית,1591,בנזין,,,רמת גן - גבעתיים,רמת גן,40000.0,1.0,12/07/2022,12/07/2022,"['רכב שמור ומטופל בזמן, אני נהגת יחידה, ברכב חונה בחניון מקורה. מבקשת מחיר מחירון']",,106000,,
קיה,2015,פיקנטו,3,אוטומטית,1248,בנזין,,,ראש העין והסביבה,ראש העין,39200.0,1.0,14/09/2022,14/09/2022,"['בובה של רכב, מוכרת עקב נסיעה לחו״ל רכב מצויין, לא עבר טיפולי שלדה, לא רואה מוסך רכב אמין וחסכוני יש מעט שריטות אפשר לראות בתמונות גמישים יש מעט שריטות ומכת פח קטנה רואים בתמונות &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מולטימדיה מערכת שמע חדשה בבגאז( לא תופס מקום) מצלמת שיאומי דרך בלוטוס']",,10277,,20.0
טויוטה,2015,קורולה,3,אוטומטית,1600,בנזין,,,,קלנסווה,55000.0,0.0,30/09/2022,30/09/2022,['??טיוטה קורולה 2015 \r\n??יד 3\r\n??166000\r\n??רכב שמור מטופל אחרי טיפול גדול &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מצלמת רויירס'],,166000,,
סיטרואן,2016,C3,1,ידנית,1600,טורבו דיזל,,,קיסריה והסביבה,קיסריה,22000.0,0.0,07/08/2022,07/08/2022,['רכב שמור מטופל במוסך יבואן בלבד'],,270000,,382.0
אאודי,2019,אאודי RS5,4,אוטומטית,4500,בנזין,פרטית,פרטית,נתניה והסביבה,נתניה,65000.0,4.0,02/10/2023,02/10/2023,"['אאודי RS5 ספורטבק 2019 כמעט חדשה בדייטונה גריי פנינה מדהימה עם עור פחם/פנים תפור קרשנדו אדום. כל אפשרויות המפעל הטובות והנחשקות ביותר! מכונית זו טופלה ומתוחזקת בקפידה מאז החדשה. הוא היה מכוסה בציפוי קרמי. מחצלות רצפה מבד מפעל שימשו רק 50-60 מיילים עד OEM RS כל מחצלות מזג האוויר הותקנו. מכונית זו נרכשה עם תוכנית התחזוקה של אאודי קר וכל תחזוקת המפעל בוצעה בסוכנות אאודי המקומית. מכונית זו עדיין מכוסה תחת טיפול אאודי ואחריות מפעל הינע. המכונית הזו באמת במצב חדש. כל התחזוקה בוצעה במסגרת תוכנית הטיפול של אאודי אשר תעבור עם המכונית בעת מכירתה. בטווח של 300 מייל מרגע הרכישה החדשה, הותקנו גלגלי Vossen עם צמיגי 285/30/ZR20 Michelin Pilot Sport 4S. הגלגלים והצמיגים בסגנון ""דגל"" של מפעל ""20"" יגיעו עם המכונית. על הצמיגים עדיין יש את כל הידיות והם אוחסנו בשקיות צמיגים במוסך מבוקר אקלים. ללא נזק, תאונות, עבודות צבע או סיפורים כלשהם. תגלו שמושבי העור, ההגה, האלקנטרה והשטיחים מראים כמעט אפס בלאי. המכונית עדיין מריחה כמו מכונית חדשה לגמרי עם 7,000 קילומטרים בלבד. הוא מעולם לא ישב בחוץ במשך הלילה ומעולם לא היה בגשם או במזג אוויר גרוע אחר. למכונית זו יש את כל האפשרויות הנחשקות ביותר כולל פחמן מלא מבפנים ומבחוץ. חבילה דינמית, אופטיקה שחורה, עור נאפה משובח ומערכת סאונד B&O. הוא פועל ונוהג ללא רבב ולבעלים החדש לא יהיו אכזבות כלשהן. אנא שלחו לי וואטסאפ למספר 55-330-2112.']",אפור,7000,,4.0
ניסאן,2015,ניסאן אלמרה,3,אוטומטית,1600,בנזין,ליסינג,פרטית,ירושלים והסביבה,ירושלים,28000.0,0.0,12/09/2021,02/10/2021,"['רכב פצצה כל התוספות מסך, מצלמה, קרוז קונטרול עבר לפני חודש טיפול שנתי כולל ברקסים צלחות ורפידות מחיר גמיש']",לבן,121000,,
קיה,2019,פיקנטו,1,אוטומטית,1200,בנזין,פרטית,פרטית,רעננה - כפר סבא,רעננה,72000.0,6.0,18/04/2023,29/04/2023,"['קיה פיקנטו GT-Line סדרה מפוארת כמו חדש מהחברה 🚙🆕\nשנת 2019 יד 1 פרטי ✔️\n ✔️ 61k בלבד\nנהג יחיד שמור מטופל ✔️\nמנוע 1.2 זריזה וחסכונית בדלק ✔️\nנקי מתאונות נקי מפגיעות ✔️\nיש תוספות שוות, מתחייב בבדיקה✔️\nמפרסם בשביל חבר. \nגמיש לרציניים בלבד 🙌\nלפרטים נוספים בפרט']",שחור,61000,,
סקודה,2014,"סקודה רומסטר
 (2014)",1,אוטומטית,"1,200",בנזין,,,באר שבע והסביבה,באר שבע,23000.0,1.0,22/08/2022,22/08/2022,['רכב מטופל ושמור כל הקודם זוכה'],,"202,000",,
קיה,2017,פיקנטו,1,אוטומטית,1284,בנזין,,,עמק יזרעאל,רמת ישי,62000.0,1.0,17/07/2022,17/07/2022,"['למכירה, יד ראשונה! שמורה, מטופלת ובמצב מצוין!\r\nקיה פיקנטו EX שנת 2017,\u200f מנוע 1284 סמ״ק,\r\n82,000 ק״מ, אוטומטית,\r\nכוללת מצלמת רוורס, חיישני רוורס ומובלאי.\r\nכל הטיפולים נעשו בזמן עם תיעוד.\r\nשני נהגים בלבד וללא תאונות.\r\nטסט עד 05/23.\r\n62,000 ש״ח\r\nלפרטים בפרטי או בטלפון 0526180044 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; כוללת מצלמת רוורס, חיישני רוורס ומובלאי.']",,82000,,
טויוטה,2017,יאריס,1,אוטומטית,1500,בנזין,פרטית,פרטית,חולון - בת ים,בת ים,50000.0,7.0,11/09/2023,11/03/2024,['שמורה היטב ללא תאונות\nהיברידית מטופלת בחברה'],לבן,190000,,
פולקסווגן,2010,פאסאט CC,4,טיפטרוניק,1800,בנזין,,,ירושלים והסביבה,מעלה אדומים,35000.0,1.0,02/06/2022,02/06/2022,['רכב ספרוט. דלתות ואקום. אמברקס חשמלי מפתח כפתור אורות אוטומטים. מושבי עור כמל רכב י פ ה ביותר ושמור לא אוכל שמן מחירון לוי יצחק 38.311'],,140,,
אאודי,2013,אאודי Q3,2,אוטומטית,1984,בנזין,,,,ירכא,70000.0,1.0,16/10/2022,16/10/2022,['שמור מאד נהג יחיד..נמכר עכב מעבר לחדש &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מושבי עור לבן..כוונון מושבים חשמלי..גג פנוראמי ..מאד שמור פנים'],,130000,,323.0
מאזדה,2013,מאזדה 5,3,אוטומטית,2000,בנזין,פרטית,פרטית,ירושלים והסביבה,ירושלים,39000.0,3.0,03/09/2023,10/12/2023,"['מצב מצוין, צמיגי CONTINENTA, מערכת+ מצלמה קדמית ואחורית, הטלפון ללא קבלת הודעות. נא לא להתקשר בשבת!\n']",אפור מטאלי,193000,,580.0
פולקסווגן,2014,שירוקו,5,ידנית,1400,בנזין,,,"ראשל""צ והסביבה",ראשון לציון,74000.0,0.0,09/08/2022,09/08/2022,"['1.4 122 ידנית הכי מושקעת שיש מוכר בצער רב בגלל הגיוס.\r פלסטיקים למראות,סמלים שחורים,מוט הילוכים מקורי חדש ליופי,פנסים קסנון יש גם מקוריים,גיר הוחלף לפני שבועיים וקלאץ לפני כמה חודשים,טיפול נעשה לפני 3 קילומטר,שתי צלחות קדימה הוחלפו ויש שתיים אחוריים רק להתקין של ברמבו. צנרת 2 יציאות,מולטימדיה,4 צמיגים חדשים לפני 3שבועות גאנטים 18 ברישיון חדשים לפני 3 חודשים .מצבר חדש פחות מחודש.\r 2014/10 110קילומטר יד חמישית.\r מטופלת מכל הלב נשטפת פעמיים בשבוע ידני בלבד.\r 77,000 גמיש לא בלרינה.']",,110000,,
קיה,2018,פיקנטו,2,אוטומטית,1248,בנזין,,,,סאגור,60000.0,1.0,14/08/2022,14/08/2022,['רכב מצויין \r\nטיפולים בזמן'],,67300,,
מאזדה,2012,מאזדה 3,3,אוטומטית,2000,בנזין,פרטית,פרטית,קריות,קרית אתא,29900.0,5.0,06/04/2024,07/04/2024,[nan],שחור,209,01/08/2024,
יונדאי,2015,i10,1,ידנית,1000,בנזין,פרטית,פרטית,מושבים בשרון,קדימה צורן,25000.0,7.0,11/01/2022,11/01/2022,"['יונדאי i10 🔝\nשנת 2015 גיר ידני ✅\nיד 01 פרטי 💯 טסט 11/22\n113 אלף קילומטר 🙏🏻\nהרכב שמור ומטופל בזמן ✅\nאוטו חסכוני בטירוף : 1ל 18 ק""מ / תדלוק ב200 = 650 ק""מ\nקומפקטי לחניות כול הקודם זוכה \nלפרטים נוספים : 0508659696']",אפור מטאלי,113000,,
סובארו,2017,XV,1,אוטומטית,1600,בנזין,,,רעננה - כפר סבא,כפר סבא,78000.0,11.0,28/10/2022,28/10/2022,"['יד ראשונה. מעט קילומטרז, טסט לשנה.\r\nכמו חדש']",,61000,,221.0
טויוטה,2015,אוונסיס,1,אוטומטית,2000,בנזין,פרטית,פרטית,באר שבע והסביבה,באר שבע,40000.0,4.0,16/02/2023,16/02/2023,['None'],לבן,191383,,
אופל,2015,מריבה,2,אוטומטית,1364,בנזין,,,רמת גן - גבעתיים,רמת גן,20000.0,1.0,09/01/2022,09/01/2022,"['רכב במצב טוב מאוד, עבר טיפול רציני']",,164000,,
סקודה,2015,סקודה אוקטביה (2015),2,אוטומטית,"1,400",בנזין,,,,כפר עגר,60000.0,1.0,26/08/2022,26/08/2022,['ללא תאונות אוטו שמור סוג מפואר אלגאנס Elegance מנוע 1400 טורבו חזק מאוד וזריז וחסכוני הדגם המוצלח ביותר .מולטמיגיה תואם מקור'],,"151,000",,
סיטרואן,2017,CX,1,ידנית,1500,דיזל,,,עמק יזרעאל,מגדל העמק,60000.0,0.0,20/07/2022,20/07/2022,['רכב מעולה צמיגים חדשים הרכב אחרי מנוע חדש!!! לאחר כיוון פרונט'],,230000,,0.0
סקודה,2011,"סקודה פאביה
 (2011)",3,ידנית,"1,400",בנזין,,,ראש העין והסביבה,ראש העין,23500.0,1.0,28/10/2022,28/10/2022,"['רכב שמור מאוד, עבר טיפול גדול לפני כחודשיים\r\n \r\nיש ספר טיפולים ורישיונות רכב של שנים אחורה \r\nלהוכחת מספר הקילומטר, \r\n\r\nלא תאמינו עד כמה הוא חסכוני בדלק \r\n\r\nגיר ידני \r\n\r\nבמידה ואין מענה, ניתן להשאיר הודעה ! \r\nבהצלחהההה']",,"139,800",,
